Average Cost for two,Votes,Country Code,City,Currency,Has Table booking,Has Online delivery,Is delivering now,Price range,Cuisine_Count,Cuisine_avg_rating,Aggregate rating
0.0,-1.1212191210878772,3.351163685324101,3.2977329192546585,3.351163685324101,0,0,0,1,1,2.443463497453311,0.0
0.21677971001738924,-0.448487648435151,3.351163685324101,3.3314049586776857,3.351163685324101,0,0,0,2,2,2.533546755717611,2.9
0.3939745464007345,-0.2674432932120713,3.351163685324101,3.2977329192546585,3.351163685324101,0,0,0,2,2,2.7081395157169466,3.2
1.0680522955595768,1.2910591532124376,3.351163685324101,3.3314049586776857,3.351163685324101,1,1,0,3,2,3.404166666666667,4.0
0.3939745464007345,0.3813131052474146,3.351163685324101,3.2977329192546585,3.351163685324101,0,0,0,2,1,3.3299445471349354,3.5
0.11441054097061731,-0.010271194522121932,3.351163685324101,3.2977329192546585,3.351163685324101,0,0,0,1,2,2.566115008598273,3.2
0.11441054097061731,-0.03184688476416767,3.351163685324101,3.2977329192546585,3.351163685324101,0,0,0,1,1,2.509796557120501,3.3
0.5438330839733004,0.9417505870668986,3.351163685324101,4.205263157894737,3.351163685324101,0,0,0,2,2,2.943620750724828,4.0
0.11441054097061731,-0.7658010686847135,3.351163685324101,3.2977329192546585,3.351163685324101,0,0,0,1,1,2.942763157894737,0.0
1.1459241334742216,-0.245123033128942,3.351163685324101,3.2977329192546585,3.351163685324101,1,0,0,3,2,3.0212601610061576,3.1
-1.3425191254672713,-0.7658010686847135,3.351163685324101,3.2977329192546585,3.351163685324101,0,0,0,1,1,2.320132743362832,0.0
1.4069453324186099,0.4433928115942563,3.351163685324101,4.0625,3.351163685324101,0,0,0,4,2,2.9975099624090475,4.1
-0.9509535906389222,-0.6727314726527265,3.351163685324101,3.2977329192546585,3.351163685324101,0,0,0,1,1,2.320132743362832,0.0
-0.27929485481125355,-0.07986304997633424,3.351163685324101,3.2977329192546585,3.351163685324101,0,0,0,1,1,3.6095238095238096,3.0
-2.6637960265627294,0.5062052825876628,4.0225225225225225,3.682352941176471,3.9714666666666667,0,0,0,2,2,3.6019676632092734,3.7
-0.12966706806937722,0.028990918126124834,3.351163685324101,3.3314049586776857,3.351163685324101,0,0,0,1,3,2.6994298711481584,3.5
-0.6724630660295038,-1.1212191210878772,3.351163685324101,3.2977329192546585,3.351163685324101,0,0,0,1,1,2.509796557120501,0.0
0.21677971001738924,-0.7658010686847135,3.351163685324101,3.154280510018215,3.351163685324101,0,0,0,2,3,2.5854852941353395,0.0
0.21677971001738924,0.16323166645744772,3.351163685324101,3.2977329192546585,3.351163685324101,0,1,0,2,2,2.7202828939448658,3.4
-0.6724630660295038,-1.1212191210878772,3.351163685324101,3.2977329192546585,3.351163685324101,0,0,0,1,1,2.6224334600760457,0.0
0.6736733231017615,-0.7658010686847135,3.351163685324101,3.2977329192546585,3.351163685324101,0,0,0,2,1,3.7944723618090452,0.0
0.0,-0.37629726131453023,3.351163685324101,3.2977329192546585,3.351163685324101,0,0,0,1,2,2.5670112111649863,3.0
0.7882186166911666,1.1550836472891772,3.351163685324101,3.2977329192546585,3.351163685324101,0,0,0,2,2,3.5881289252281077,4.6
0.9834066925810585,0.7489407369599286,3.351163685324101,4.270588235294118,3.351163685324101,0,0,0,4,4,3.4769917092651954,4.4
0.5438330839733004,0.20336461530620886,3.351163685324101,3.2977329192546585,3.351163685324101,0,1,0,2,1,3.3299445471349354,3.8
-1.3425191254672713,-1.1212191210878772,3.351163685324101,3.2977329192546585,3.351163685324101,0,0,0,1,2,2.1915663716814158,0.0
1.0680522955595768,-0.8969752968703018,3.351163685324101,3.2977329192546585,3.351163685324101,0,0,0,3,3,2.898216150661336,0.0
0.21677971001738924,-1.1212191210878772,3.351163685324101,3.2977329192546585,3.351163685324101,0,0,0,2,3,2.5411253448324245,0.0
-0.45616691602669956,-1.1212191210878772,3.351163685324101,3.2977329192546585,3.351163685324101,0,0,0,1,1,2.3635036496350366,0.0
-0.12966706806937722,0.3381136362529188,3.351163685324101,3.2977329192546585,3.351163685324101,0,0,0,1,2,2.500380225884016,4.0
-0.6724630660295038,0.07219038712062062,3.351163685324101,3.2977329192546585,3.351163685324101,0,0,0,1,1,2.509796557120501,3.4
-0.9509535906389222,-1.1212191210878772,3.351163685324101,3.3314049586776857,3.351163685324101,0,0,0,1,1,2.509796557120501,0.0
-0.27929485481125355,-0.34546294530545263,3.351163685324101,3.2977329192546585,3.351163685324101,0,0,0,1,1,2.509796557120501,3.2
-0.12966706806937722,-0.8969752968703018,3.351163685324101,3.2977329192546585,3.351163685324101,0,0,0,1,2,2.6196537681626513,0.0
